Location Code,County,Area Name,Region,Year Reported ,Number Overweight,Percent Overweight,Number Obese,Percent Obese,Number Overweight or Obese,Percent Overweight or Obese,Grade Level,Number Healthy Weight,Percent Healthy Weight,Sex,Total (Estimated) Number of Students
10000,ALBANY,ALBANY,NORTHEASTERN NEW YORK,2017-2019,369,18.6,306,15.4,675,34.0,MIDDLE/HIGH,1258,0.634,FEMALE,1984
10000,ALBANY,ALBANY,NORTHEASTERN NEW YORK,2017-2019,320,16.0,388,19.4,708,35.4,MIDDLE/HIGH,1234,0.618,MALE,1997
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2010-2012,465,15.5,442,14.7,907,30.3,DISTRICT TOTAL,2056,0.686,ALL,2997
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2010-2012,225,15.3,201,13.7,426,29.1,DISTRICT TOTAL,1022,0.697,FEMALE,1466
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2010-2012,240,15.7,241,15.7,481,31.4,DISTRICT TOTAL,1034,0.675,MALE,1532
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2010-2012,247,15.1,217,13.2,464,28.3,ELEMENTARY,1158,0.706,ALL,1640
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2010-2012,102,12.8,88,11.0,190,23.8,ELEMENTARY,599,0.752,FEMALE,797
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2010-2012,145,17.2,129,15.3,274,32.5,ELEMENTARY,559,0.663,MALE,843
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2010-2012,160,15.9,193,19.1,353,35.0,MIDDLE/HIGH,634,0.629,ALL,1008
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2010-2012,84,16.5,92,18.1,176,34.6,MIDDLE/HIGH,326,0.64,FEMALE,509
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2010-2012,76,15.2,101,20.2,177,35.5,MIDDLE/HIGH,308,0.617,MALE,499
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2011-2013,408,17.0,406,16.9,814,33.9,DISTRICT TOTAL,1580,0.658,ALL,2401
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2011-2013,218,18.2,182,15.2,400,33.3,DISTRICT TOTAL,801,0.667,FEMALE,1201
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2011-2013,190,15.8,224,18.7,414,34.5,DISTRICT TOTAL,779,0.649,MALE,1200
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2011-2013,227,15.5,195,13.3,422,28.7,ELEMENTARY,1046,0.713,ALL,1467
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2011-2013,119,16.4,84,11.6,203,28.0,ELEMENTARY,521,0.72,FEMALE,724
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2011-2013,108,14.5,111,14.9,219,29.4,ELEMENTARY,525,0.706,MALE,744
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2011-2013,164,20.0,163,19.9,327,39.9,MIDDLE/HIGH,493,0.601,ALL,820
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2011-2013,90,21.0,71,16.6,161,37.5,MIDDLE/HIGH,268,0.625,FEMALE,429
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2011-2013,74,18.9,92,23.5,166,42.5,MIDDLE/HIGH,225,0.575,MALE,391
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2012-2014,368,15.2,416,17.2,784,32.4,DISTRICT TOTAL,1630,0.673,ALL,2422
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2012-2014,190,16.2,186,15.8,376,32.0,DISTRICT TOTAL,800,0.68,FEMALE,1176
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2012-2014,178,14.3,230,18.5,408,32.8,DISTRICT TOTAL,830,0.667,MALE,1244
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2012-2014,214,14.4,220,14.8,434,29.1,ELEMENTARY,1055,0.709,ALL,1488
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2012-2014,102,14.4,93,13.2,195,27.6,ELEMENTARY,511,0.724,FEMALE,706
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2012-2014,112,14.3,127,16.2,239,30.5,ELEMENTARY,544,0.695,MALE,783
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2012-2014,130,15.7,158,19.1,288,34.8,MIDDLE/HIGH,540,0.652,ALL,828
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2012-2014,66,16.0,69,16.7,135,32.7,MIDDLE/HIGH,278,0.673,FEMALE,413
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2012-2014,64,15.4,89,21.4,153,36.9,MIDDLE/HIGH,262,0.631,MALE,415
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2013-2015,367,15.2,413,17.1,780,32.2,DISTRICT TOTAL,1612,0.666,ALL,2420
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2013-2015,190,15.3,230,18.5,420,33.8,DISTRICT TOTAL,806,0.648,FEMALE,1244
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2013-2015,177,15.1,183,15.6,360,30.6,DISTRICT TOTAL,806,0.685,MALE,1177
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2013-2015,216,14.8,219,15.0,435,29.9,ELEMENTARY,1007,0.691,ALL,1457
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2013-2015,116,15.6,122,16.4,238,32.0,ELEMENTARY,501,0.673,FEMALE,744
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2013-2015,100,14.0,97,13.6,197,27.6,ELEMENTARY,506,0.71,MALE,713
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2013-2015,129,14.3,185,20.5,314,34.7,MIDDLE/HIGH,570,0.631,ALL,903
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2013-2015,65,14.6,101,22.7,166,37.3,MIDDLE/HIGH,269,0.604,FEMALE,445
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2013-2015,64,13.9,84,18.3,148,32.2,MIDDLE/HIGH,301,0.656,MALE,459
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2014-2016,461,16.2,415,14.6,876,30.9,DISTRICT TOTAL,1860,0.656,ALL,2835
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2014-2016,267,19.1,204,14.6,471,33.7,DISTRICT TOTAL,877,0.628,FEMALE,1396
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2014-2016,194,13.5,211,14.7,405,28.2,DISTRICT TOTAL,983,0.684,MALE,1437
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2014-2016,226,15.3,176,11.9,402,27.2,ELEMENTARY,1025,0.695,ALL,1475
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2014-2016,126,17.0,87,11.7,213,28.7,ELEMENTARY,501,0.675,FEMALE,742
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2014-2016,100,13.7,89,12.2,189,25.8,ELEMENTARY,524,0.716,MALE,732
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2014-2016,135,14.8,184,20.2,319,35.0,MIDDLE/HIGH,557,0.612,ALL,910
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2014-2016,71,16.0,81,18.3,152,34.3,MIDDLE/HIGH,272,0.614,FEMALE,443
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2014-2016,64,13.7,103,22.1,167,35.8,MIDDLE/HIGH,285,0.61,MALE,467
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2015-2017,459,16.7,411,14.9,870,31.6,DISTRICT TOTAL,1799,0.654,ALL,2751
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2015-2017,282,20.9,202,15.0,484,35.9,DISTRICT TOTAL,826,0.612,FEMALE,1350
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2015-2017,177,12.6,209,14.9,386,27.5,DISTRICT TOTAL,973,0.694,MALE,1402
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2015-2017,202,14.3,178,12.6,380,26.9,ELEMENTARY,994,0.704,ALL,1412
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2015-2017,129,18.4,92,13.1,221,31.5,ELEMENTARY,462,0.659,FEMALE,701
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2015-2017,73,10.3,86,12.1,159,22.4,ELEMENTARY,532,0.748,MALE,711
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2015-2017,146,17.1,159,18.6,305,35.7,MIDDLE/HIGH,530,0.62,ALL,855
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2015-2017,83,21.2,56,14.3,139,35.5,MIDDLE/HIGH,244,0.622,FEMALE,392
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2015-2017,63,13.6,103,22.2,166,35.9,MIDDLE/HIGH,286,0.618,MALE,463
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2016-2018,363,13.5,336,12.5,699,26.0,DISTRICT TOTAL,1957,0.727,ALL,2692
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2016-2018,194,14.8,156,11.9,350,26.7,DISTRICT TOTAL,950,0.725,FEMALE,1310
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2016-2018,169,12.2,180,13.0,349,25.3,DISTRICT TOTAL,1007,0.73,MALE,1379
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2016-2018,174,12.8,165,12.1,339,24.9,ELEMENTARY,1007,0.739,ALL,1363
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2016-2018,103,14.9,93,13.5,196,28.4,ELEMENTARY,489,0.709,FEMALE,690
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2016-2018,71,10.6,72,10.7,143,21.3,ELEMENTARY,518,0.771,MALE,672
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2016-2018,143,17.7,163,20.2,306,37.9,MIDDLE/HIGH,486,0.601,ALL,809
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2016-2018,78,21.1,62,16.8,140,37.9,MIDDLE/HIGH,224,0.607,FEMALE,369
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2016-2018,65,14.8,101,23.0,166,37.8,MIDDLE/HIGH,262,0.597,MALE,439
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2017-2019,344,12.9,332,12.4,676,25.3,DISTRICT TOTAL,1944,0.729,ALL,2667
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2017-2019,181,14.2,150,11.7,331,25.9,DISTRICT TOTAL,926,0.725,FEMALE,1277
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2017-2019,163,11.7,182,13.1,345,24.8,DISTRICT TOTAL,1018,0.733,MALE,1389
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2017-2019,173,12.8,160,11.8,333,24.6,ELEMENTARY,1005,0.741,ALL,1356
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2017-2019,94,14.1,88,13.2,182,27.2,ELEMENTARY,473,0.708,FEMALE,668
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2017-2019,79,11.5,72,10.5,151,21.9,ELEMENTARY,532,0.773,MALE,688
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2017-2019,132,16.8,170,21.6,302,38.4,MIDDLE/HIGH,470,0.597,ALL,787
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2017-2019,65,18.2,71,19.9,136,38.1,MIDDLE/HIGH,216,0.605,FEMALE,357
20000,ALLEGANY,ALLEGANY,WESTERN NEW YORK,2017-2019,67,15.6,99,23.0,166,38.6,MIDDLE/HIGH,254,0.591,MALE,430
30000,BROOME,BROOME,NEW YORK - PENN,2010-2012,1516,16.1,1743,18.6,3259,34.7,DISTRICT TOTAL,5971,0.636,ALL,9388
30000,BROOME,BROOME,NEW YORK - PENN,2010-2012,764,16.6,807,17.6,1571,34.2,DISTRICT TOTAL,2959,0.644,FEMALE,4595
30000,BROOME,BROOME,NEW YORK - PENN,2010-2012,752,15.7,936,19.5,1688,35.2,DISTRICT TOTAL,3012,0.627,MALE,4804
30000,BROOME,BROOME,NEW YORK - PENN,2010-2012,860,16.2,881,16.6,1741,32.9,ELEMENTARY,3450,0.651,ALL,5300
30000,BROOME,BROOME,NEW YORK - PENN,2010-2012,400,15.8,416,16.5,816,32.3,ELEMENTARY,1674,0.663,FEMALE,2525
30000,BROOME,BROOME,NEW YORK - PENN,2010-2012,460,16.6,465,16.8,925,33.4,ELEMENTARY,1776,0.641,MALE,2771
30000,BROOME,BROOME,NEW YORK - PENN,2010-2012,651,16.0,858,21.1,1509,37.1,MIDDLE/HIGH,2526,0.621,ALL,4068
30000,BROOME,BROOME,NEW YORK - PENN,2010-2012,352,17.2,384,18.8,736,36.0,MIDDLE/HIGH,1299,0.635,FEMALE,2046
30000,BROOME,BROOME,NEW YORK - PENN,2010-2012,299,14.8,474,23.5,773,38.3,MIDDLE/HIGH,1227,0.608,MALE,2018
30000,BROOME,BROOME,NEW YORK - PENN,2011-2013,1350,17.5,1566,20.3,2916,37.9,DISTRICT TOTAL,4655,0.604,ALL,7707
30000,BROOME,BROOME,NEW YORK - PENN,2011-2013,666,18.0,699,18.9,1365,36.9,DISTRICT TOTAL,2275,0.616,FEMALE,3693
30000,BROOME,BROOME,NEW YORK - PENN,2011-2013,684,17.1,867,21.6,1551,38.7,DISTRICT TOTAL,2380,0.594,MALE,4007
30000,BROOME,BROOME,NEW YORK - PENN,2011-2013,795,17.9,828,18.6,1623,36.5,ELEMENTARY,2742,0.617,ALL,4444
30000,BROOME,BROOME,NEW YORK - PENN,2011-2013,374,17.8,386,18.4,760,36.2,ELEMENTARY,1304,0.621,FEMALE,2100
30000,BROOME,BROOME,NEW YORK - PENN,2011-2013,421,18.0,442,18.8,863,36.8,ELEMENTARY,1438,0.613,MALE,2346
30000,BROOME,BROOME,NEW YORK - PENN,2011-2013,550,17.1,734,22.8,1284,39.9,MIDDLE/HIGH,1918,0.595,ALL,3224
30000,BROOME,BROOME,NEW YORK - PENN,2011-2013,280,17.7,306,19.4,586,37.1,MIDDLE/HIGH,985,0.624,FEMALE,1579
30000,BROOME,BROOME,NEW YORK - PENN,2011-2013,270,16.4,428,26.0,698,42.5,MIDDLE/HIGH,933,0.568,MALE,1643
30000,BROOME,BROOME,NEW YORK - PENN,2012-2014,1482,16.5,1741,19.4,3223,36.0,DISTRICT TOTAL,5524,0.617,ALL,8953
30000,BROOME,BROOME,NEW YORK - PENN,2012-2014,741,17.1,789,18.2,1530,35.4,DISTRICT TOTAL,2705,0.625,FEMALE,4328
30000,BROOME,BROOME,NEW YORK - PENN,2012-2014,741,16.0,952,20.6,1693,36.6,DISTRICT TOTAL,2819,0.609,MALE,4629
30000,BROOME,BROOME,NEW YORK - PENN,2012-2014,892,16.7,930,17.4,1822,34.2,ELEMENTARY,3361,0.63,ALL,5335
30000,BROOME,BROOME,NEW YORK - PENN,2012-2014,431,16.7,454,17.6,885,34.4,ELEMENTARY,1618,0.628,FEMALE,2576
30000,BROOME,BROOME,NEW YORK - PENN,2012-2014,461,16.7,476,17.3,937,34.0,ELEMENTARY,1743,0.632,MALE,2758
30000,BROOME,BROOME,NEW YORK - PENN,2012-2014,587,16.3,811,22.5,1398,38.8,MIDDLE/HIGH,2163,0.601,ALL,3599
30000,BROOME,BROOME,NEW YORK - PENN,2012-2014,310,17.8,335,19.3,645,37.1,MIDDLE/HIGH,1087,0.625,FEMALE,1739
30000,BROOME,BROOME,NEW YORK - PENN,2012-2014,277,14.9,476,25.6,753,40.5,MIDDLE/HIGH,1076,0.578,MALE,1862
30000,BROOME,BROOME,NEW YORK - PENN,2013-2015,1425,16.3,1550,17.7,2975,34.0,DISTRICT TOTAL,5588,0.638,ALL,8759
30000,BROOME,BROOME,NEW YORK - PENN,2013-2015,691,15.1,851,18.6,1542,33.7,DISTRICT TOTAL,2922,0.639,FEMALE,4573
30000,BROOME,BROOME,NEW YORK - PENN,2013-2015,734,17.5,699,16.7,1433,34.2,DISTRICT TOTAL,2666,0.637,MALE,4185
30000,BROOME,BROOME,NEW YORK - PENN,2013-2015,816,15.6,827,15.8,1643,31.3,ELEMENTARY,3482,0.664,ALL,5244
30000,BROOME,BROOME,NEW YORK - PENN,2013-2015,422,15.2,449,16.1,871,31.3,ELEMENTARY,1855,0.666,FEMALE,2785
30000,BROOME,BROOME,NEW YORK - PENN,2013-2015,394,16.0,378,15.4,772,31.4,ELEMENTARY,1627,0.661,MALE,2461
30000,BROOME,BROOME,NEW YORK - PENN,2013-2015,606,17.4,723,20.8,1329,38.2,MIDDLE/HIGH,2106,0.606,ALL,3475
30000,BROOME,BROOME,NEW YORK - PENN,2013-2015,266,15.0,402,22.7,668,37.8,MIDDLE/HIGH,1067,0.603,FEMALE,1769
30000,BROOME,BROOME,NEW YORK - PENN,2013-2015,340,19.9,321,18.8,661,38.7,MIDDLE/HIGH,1039,0.608,MALE,1709
30000,BROOME,BROOME,NEW YORK - PENN,2014-2016,1419,16.4,1536,17.7,2955,34.1,DISTRICT TOTAL,5478,0.634,ALL,8640
30000,BROOME,BROOME,NEW YORK - PENN,2014-2016,682,16.5,721,17.5,1403,34.0,DISTRICT TOTAL,2625,0.636,FEMALE,4127
30000,BROOME,BROOME,NEW YORK - PENN,2014-2016,737,16.3,815,18.1,1552,34.4,DISTRICT TOTAL,2853,0.632,MALE,4514
30000,BROOME,BROOME,NEW YORK - PENN,2014-2016,804,15.5,818,15.7,1622,31.3,ELEMENTARY,3441,0.664,ALL,5182
30000,BROOME,BROOME,NEW YORK - PENN,2014-2016,382,15.8,374,15.4,756,31.2,ELEMENTARY,1608,0.663,FEMALE,2425
30000,BROOME,BROOME,NEW YORK - PENN,2014-2016,422,15.3,444,16.1,866,31.4,ELEMENTARY,1833,0.665,MALE,2756
30000,BROOME,BROOME,NEW YORK - PENN,2014-2016,630,18.3,714,20.7,1344,39.1,MIDDLE/HIGH,2035,0.592,ALL,3438
30000,BROOME,BROOME,NEW YORK - PENN,2014-2016,315,18.5,343,20.1,658,38.6,MIDDLE/HIGH,1017,0.596,FEMALE,1706
30000,BROOME,BROOME,NEW YORK - PENN,2014-2016,315,18.2,371,21.4,686,39.6,MIDDLE/HIGH,1018,0.588,MALE,1731
30000,BROOME,BROOME,NEW YORK - PENN,2015-2017,1286,16.2,1473,18.6,2759,34.8,DISTRICT TOTAL,4965,0.625,ALL,7944
30000,BROOME,BROOME,NEW YORK - PENN,2015-2017,610,15.7,720,18.5,1330,34.2,DISTRICT TOTAL,2454,0.631,FEMALE,3889
30000,BROOME,BROOME,NEW YORK - PENN,2015-2017,676,16.7,753,18.6,1429,35.3,DISTRICT TOTAL,2511,0.62,MALE,4050
30000,BROOME,BROOME,NEW YORK - PENN,2015-2017,754,15.8,796,16.7,1550,32.4,ELEMENTARY,3115,0.652,ALL,4778
30000,BROOME,BROOME,NEW YORK - PENN,2015-2017,366,15.5,391,16.5,757,32.0,ELEMENTARY,1548,0.655,FEMALE,2363
30000,BROOME,BROOME,NEW YORK - PENN,2015-2017,388,16.1,405,16.8,793,32.9,ELEMENTARY,1567,0.649,MALE,2414
30000,BROOME,BROOME,NEW YORK - PENN,2015-2017,547,17.6,673,21.6,1220,39.2,MIDDLE/HIGH,1848,0.593,ALL,3116
30000,BROOME,BROOME,NEW YORK - PENN,2015-2017,259,17.1,325,21.5,584,38.6,MIDDLE/HIGH,906,0.599,FEMALE,1513
30000,BROOME,BROOME,NEW YORK - PENN,2015-2017,288,18.0,348,21.7,636,39.7,MIDDLE/HIGH,942,0.588,MALE,1602
30000,BROOME,BROOME,NEW YORK - PENN,2016-2018,1311,16.5,1385,17.4,2696,33.9,DISTRICT TOTAL,5051,0.635,ALL,7954
30000,BROOME,BROOME,NEW YORK - PENN,2016-2018,666,17.0,657,16.8,1323,33.8,DISTRICT TOTAL,2512,0.642,FEMALE,3913
30000,BROOME,BROOME,NEW YORK - PENN,2016-2018,645,16.0,728,18.0,1373,34.0,DISTRICT TOTAL,2539,0.629,MALE,4037
30000,BROOME,BROOME,NEW YORK - PENN,2016-2018,769,15.8,813,16.7,1582,32.4,ELEMENTARY,3203,0.657,ALL,4875
30000,BROOME,BROOME,NEW YORK - PENN,2016-2018,392,16.1,391,16.0,783,32.1,ELEMENTARY,1614,0.661,FEMALE,2442
30000,BROOME,BROOME,NEW YORK - PENN,2016-2018,377,15.5,422,17.3,799,32.8,ELEMENTARY,1589,0.652,MALE,2437
30000,BROOME,BROOME,NEW YORK - PENN,2016-2018,534,17.8,571,19.0,1105,36.8,MIDDLE/HIGH,1848,0.616,ALL,3000
30000,BROOME,BROOME,NEW YORK - PENN,2016-2018,270,18.7,266,18.4,536,37.0,MIDDLE/HIGH,898,0.621,FEMALE,1446
30000,BROOME,BROOME,NEW YORK - PENN,2016-2018,264,17.0,305,19.6,569,36.6,MIDDLE/HIGH,950,0.611,MALE,1555
30000,BROOME,BROOME,NEW YORK - PENN,2017-2019,1327,16.3,1459,17.9,2786,34.2,DISTRICT TOTAL,5166,0.634,ALL,8148
30000,BROOME,BROOME,NEW YORK - PENN,2017-2019,671,16.7,690,17.2,1361,33.8,DISTRICT TOTAL,2591,0.644,FEMALE,4023
30000,BROOME,BROOME,NEW YORK - PENN,2017-2019,656,15.9,769,18.6,1425,34.5,DISTRICT TOTAL,2575,0.624,MALE,4127
30000,BROOME,BROOME,NEW YORK - PENN,2017-2019,800,15.6,857,16.7,1657,32.4,ELEMENTARY,3357,0.656,ALL,5117
30000,BROOME,BROOME,NEW YORK - PENN,2017-2019,401,15.7,419,16.4,820,32.1,ELEMENTARY,1691,0.662,FEMALE,2554
30000,BROOME,BROOME,NEW YORK - PENN,2017-2019,399,15.6,438,17.1,837,32.6,ELEMENTARY,1666,0.65,MALE,2563
30000,BROOME,BROOME,NEW YORK - PENN,2017-2019,519,17.4,601,20.2,1120,37.6,MIDDLE/HIGH,1809,0.607,ALL,2980
30000,BROOME,BROOME,NEW YORK - PENN,2017-2019,266,18.3,271,18.7,537,37.0,MIDDLE/HIGH,900,0.621,FEMALE,1449
30000,BROOME,BROOME,NEW YORK - PENN,2017-2019,253,16.5,330,21.5,583,38.1,MIDDLE/HIGH,909,0.593,MALE,1533
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2010-2012,984,18.8,1006,19.2,1990,38.0,DISTRICT TOTAL,3178,0.607,ALL,5236
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2010-2012,481,18.8,453,17.7,934,36.5,DISTRICT TOTAL,1596,0.623,FEMALE,2562
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2010-2012,503,18.8,553,20.7,1056,39.4,DISTRICT TOTAL,1582,0.591,MALE,2677
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2010-2012,575,18.4,565,18.1,1140,36.5,ELEMENTARY,1934,0.62,ALL,3119
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2010-2012,303,18.7,261,16.1,564,34.9,ELEMENTARY,1032,0.638,FEMALE,1618
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2010-2012,272,18.1,304,20.2,576,38.3,ELEMENTARY,902,0.601,MALE,1501
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2010-2012,380,19.4,416,21.3,796,40.7,MIDDLE/HIGH,1148,0.587,ALL,1956
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2010-2012,178,19.1,192,20.6,370,39.6,MIDDLE/HIGH,564,0.604,FEMALE,934
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2010-2012,202,19.8,224,21.9,426,41.7,MIDDLE/HIGH,584,0.572,MALE,1021
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2011-2013,1106,18.2,1123,18.5,2229,36.7,DISTRICT TOTAL,3748,0.617,ALL,6075
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2011-2013,543,18.4,486,16.5,1029,34.8,DISTRICT TOTAL,1881,0.637,FEMALE,2953
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2011-2013,563,18.1,637,20.4,1200,38.5,DISTRICT TOTAL,1867,0.599,MALE,3117
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2011-2013,661,18.0,631,17.2,1292,35.2,ELEMENTARY,2316,0.631,ALL,3670
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2011-2013,336,17.9,285,15.2,621,33.2,ELEMENTARY,1224,0.653,FEMALE,1874
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2011-2013,325,18.1,346,19.2,671,37.3,ELEMENTARY,1092,0.607,MALE,1799
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2011-2013,410,18.4,465,20.9,875,39.4,MIDDLE/HIGH,1343,0.604,ALL,2224
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2011-2013,207,19.4,198,18.5,405,37.9,MIDDLE/HIGH,664,0.621,FEMALE,1069
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2011-2013,203,17.6,267,23.1,470,40.7,MIDDLE/HIGH,679,0.588,MALE,1155
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2012-2014,873,17.2,994,19.6,1867,36.9,DISTRICT TOTAL,3130,0.618,ALL,5065
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2012-2014,439,17.9,426,17.4,865,35.4,DISTRICT TOTAL,1559,0.637,FEMALE,2447
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2012-2014,434,16.6,568,21.7,1002,38.3,DISTRICT TOTAL,1571,0.6,MALE,2618
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2012-2014,551,17.2,571,17.8,1122,35.0,ELEMENTARY,2036,0.636,ALL,3201
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2012-2014,267,17.2,241,15.5,508,32.8,ELEMENTARY,1030,0.664,FEMALE,1551
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2012-2014,284,17.2,330,20.0,614,37.2,ELEMENTARY,1006,0.609,MALE,1652
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2012-2014,292,16.0,413,22.6,705,38.6,MIDDLE/HIGH,1117,0.611,ALL,1828
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2012-2014,160,18.0,179,20.1,339,38.0,MIDDLE/HIGH,552,0.62,FEMALE,890
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2012-2014,132,14.1,234,25.0,366,39.1,MIDDLE/HIGH,565,0.604,MALE,935
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2013-2015,870,16.9,1020,19.8,1890,36.7,DISTRICT TOTAL,3105,0.603,ALL,5149
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2013-2015,442,16.9,551,21.1,993,38.0,DISTRICT TOTAL,1535,0.587,FEMALE,2615
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2013-2015,428,16.9,469,18.5,897,35.5,DISTRICT TOTAL,1570,0.621,MALE,2528
40000,CATTARAUGUS,CATTARAUGUS,WESTERN NEW YORK,2013-2015,512,16.7,532,17.3,1044,34.0,ELEMENTARY,1971,0.641,ALL,3075
